Company,Company Path,Industry,Country,employees,marketcap,revenue,earnings,operating-margin,total-assets,total-liabilities,total-debt,net-assets,pe-ratio,ps-ratio
KBC,https://companiesmarketcap.com/kbc,Insurance,Belgium,35235,30100000000.0,11680000000.0,4520000000.0,0.42869999999999997,383550000000.0,356720000000.0,28900000000.0,26820000000.0,8.62,2.58
New China Life Insurance,https://companiesmarketcap.com/new-china-life-insurance,Insurance,China,32564,9750000000.0,10230000000.0,9370000000.0,0.21739999999999998,190450000000.0,175330000000.0,1520000000.0,15120000000.0,6.33,0.986
HDFC Life,https://companiesmarketcap.com/hdfc-life,Insurance,India,32448,15920000000.0,11000000000.0,160000000.0,0.0177,34630000000.0,32930000000.0,110000000.0,1700000000.0,92.1,1.46
Mapfre,https://companiesmarketcap.com/mapfre,Insurance,Spain,31293,7380000000.0,22670000000.0,1550000000.0,0.06860000000000001,60740000000.0,50070000000.0,3030000000.0,10670000000.0,11.1,0.3306
Great-West Lifeco,https://companiesmarketcap.com/great-west-lifeco,Insurance,Canada,31000,27410000000.0,20390000000.0,2270000000.0,0.0842,538720000000.0,516169999999.99994,7280000000.0,22540000000.0,13.3,1.35
Aditya Birla Capital,https://companiesmarketcap.com/aditya-birla-capital,Insurance,India,30905,6300000000.0,3930000000.0,460000000.0,0.3922,24800000000.0,21620000000.0,11940000000.0,3180000000.0,9.7,1.61
The Travelers Companies,https://companiesmarketcap.com/the-travelers-companies,Insurance,USA,30000,50640000000.0,41360000000.0,3740000000.0,0.071,125970000000.0,101050000000.0,8029999999.999999,24920000000.0,23.6,1.22
Old Mutual,https://companiesmarketcap.com/old-mutual,Insurance,South Africa,29861,2460000000.0,37430000000.0,3250000000.0,,60100000000.0,56860000000.0,940000000.0,3230000000.0,5.67,0.4338
Sun Life Financial,https://companiesmarketcap.com/sun-life-financial,Insurance,Canada,29169,30070000000.0,24590000000.0,3340000000.0,0.1211,251700000000.0,233420000000.0,10020000000.0,18270000000.0,14.2,1.24
Vienna Insurance Group,https://companiesmarketcap.com/vienna-insurance-group,Insurance,Austria,29000,4000000000.0,11950000000.0,570000000.0,0.0466,52300000000.0,45830000000.0,2430000000.0,6470000000.0,12.9,0.3293
Intact Financial,https://companiesmarketcap.com/intact-financial,Insurance,Canada,28500,28370000000.0,17390000000.0,1350000000.0,0.1474,42280000000.0,29830000000.0,4330000000.0,12440000000.0,28.3,1.64
American International Group,https://companiesmarketcap.com/aig,Insurance,USA,26200,50310000000.0,47230000000.0,3850000000.0,0.2725,539299999999.99994,488000000000.0,22380000000.0,51300000000.0,12.1,1.07
Sanlam,https://companiesmarketcap.com/sanlam,Insurance,South Africa,25661,6940000000.0,10870000000.0,1130000000.0,,54210000000.0,48900000000.0,540000000.0,5300000000.0,7.57,0.7466
Aviva,https://companiesmarketcap.com/aviva,Insurance,UK,24364,15580000000.0,42090000000.0,1830000000.0,,418610000000.0,406390000000.0,9370000000.0,12220000000.0,10.5,0.3606
Talanx,https://companiesmarketcap.com/talanx,Insurance,Germany,24000,19060000000.0,14820000000.0,3060000000.0,0.0702,187220000000.0,168660000000.0,10060000000.0,18560000000.0,12.3,1.3
Fidelity National Financial,https://companiesmarketcap.com/fidelity-national-financial,Insurance,USA,21759,13280000000.0,11520000000.0,690000000.0,0.0622,80610000000.0,73150000000.0,4280000000.0000005,7460000000.0,25.5,1.15
Uniqa Insurance Group,https://companiesmarketcap.com/uniqa-insurance-group,Insurance,Austria,21200,2650000000.0,6530000000.0,440000000.0,0.0646,30310000000.0,27870000000.0,1920000000.0,2440000000.0,11.7,0.4085
First American,https://companiesmarketcap.com/first-american,Insurance,USA,21153,5900000000.0,5990000000.0,400000000.0,0.0621,16800000000.0,11940000000.0,2190000000.0,4860000000.0,25.1,0.9775
Markel,https://companiesmarketcap.com/markel,Insurance,USA,20900,18670000000.0,15710000000.0,2650000000.0,0.1744,55040000000.0,39510000000.0,3770000000.0,15520000000.0,10.3,1.2
SBI Life Insurance,https://companiesmarketcap.com/sbi-life-insurance,Insurance,India,20787,17900000000.0,14150000000.0,230000000.0,0.0218,45790000000.0,44060000000.0,,1730000000.0,80.8,1.28
T&D Holdings,https://companiesmarketcap.com/td-holdings,Insurance,Japan,20016,9000000000.0,15080000000.0,920000000.0,-0.0113,120210000000.0,111840000000.0,900000000.0,8359999999.999999,-25.5,0.5895
Japan Post Insurance,https://companiesmarketcap.com/japan-post-insurance,Insurance,Japan,19776,7560000000.0,21390000000.0,860000000.0,0.0444,432670000000.0,412310000000.0,2830000000.0,20350000000.0,9.72,0.3462
Principal,https://companiesmarketcap.com/principal,Insurance,USA,19300,18760000000.0,13660000000.0,730000000.0,0.315,305040000000.0,293830000000.0,3990000000.0,11210000000.0,11.9,1.38
The Hartford,https://companiesmarketcap.com/the-hartford,Insurance,USA,18800,29060000000.0,24320000000.0,3280000000.0,0.11470000000000001,76780000000.0,61450000000.0,4360000000.0,15320000000.0,13.1,1.19
AEGON,https://companiesmarketcap.com/aegon,Insurance,Netherlands,18500,11150000000.0,12010000000.0,-2020000000.0,-0.1009,416530000000.0,405390000000.0,5860000000.0,11130000000.0,-7.04,0.8894
Amerco,https://companiesmarketcap.com/amerco,Insurance,USA,17901,12420000000.0,5710000000.0,1120000000.0,0.2318,19000000000.0,11910000000.0,6500000000.0,7080000000.0,16.0,2.21
ICICI Prulife,https://companiesmarketcap.com/icici-prulife,Insurance,India,17822,10850000000.0,9440000000.0,120000000.0,0.0128,34900000000.0,33570000000.0,140000000.0,1320000000.0,98.6,1.15
Shin Kong Financial Holding,https://companiesmarketcap.com/shin-kong-financial-holding,Insurance,Taiwan,16332,4010000000.0,790000000.0,-440000000.0,-0.2065,161440000000.0,153420000000.0,3290000000.0,8020000000.0,-15.8,5.11
Momentum Metropolitan,https://companiesmarketcap.com/momentum-metropolitan,Insurance,South Africa,15991,1450000000.0,6620000000.0,490000000.0,,33960000000.0,32509999999.999996,320000000.0,1440000000.0,4.75,0.2025
Brown & Brown,https://companiesmarketcap.com/brown-and-brown,Insurance,USA,15201,23360000000.0,4190000000.0000005,1140000000.0,0.24059999999999998,14880000000.0,9300000000.0,4010000000.0,5570000000.0,31.4,5.63
Molina Healthcare,https://companiesmarketcap.com/molina-healthcare,Insurance,USA,15000,22060000000.0,34070000000.0,1570000000.0,0.040999999999999995,14890000000.0,10670000000.0,2380000000.0,4210000000.0,23.3,0.6478
Prudential,https://companiesmarketcap.com/prudential,Insurance,UK,14671,24810000000.0,129280000000.0,,-0.1778,165450000000.0,148140000000.0,4750000000.0,17310000000.0,,0.192
Swiss Re,https://companiesmarketcap.com/swiss-re,Insurance,Switzerland,14408,33659999999.999996,43740000000.0,4370000000.0,,179030000000.0,166170000000.0,11150000000.0,12850000000.0,,0.7691
New India Assurance,https://companiesmarketcap.com/new-india-assurance,Insurance,India,13926,4430000000.0,5200000000.0,130000000.0,0.0308,12300000000.0,9020000000.0,,3270000000.0,31.8,0.8696
Assurant,https://companiesmarketcap.com/assurant,Insurance,USA,13700,9060000000.0,11130000000.0,910000000.0,0.0533,33630000000.000004,28820000000.0,2080000000.0,4800000000.0,17.6,0.8107
Sampo,https://companiesmarketcap.com/sampo,Insurance,Finland,13492,21040000000.0,9510000000.0,1700000000.0,0.1724,26780000000.0,18280000000.0,3090000000.0,8490000000.0,18.1,2.23
ageas,https://companiesmarketcap.com/ageas,Insurance,Belgium,13388,8300000000.000001,14830000000.0,630000000.0,0.1515,107570000000.0,98660000000.0,4940000000.0,8910000000.0,,0.7887
Helvetia Holding,https://companiesmarketcap.com/helvetia-holding,Insurance,Switzerland,13276,7080000000.0,10650000000.0,760000000.0,0.0722,64959999999.99999,60340000000.0,2240000000.0,4610000000.0,10.7,0.5782
Suncorp,https://companiesmarketcap.com/suncorp,Insurance,Australia,13000,13330000000.0,9690000000.0,2250000000.0,0.10869999999999999,76110000000.0,67280000000.0,17650000000.0,8830000000.0,20.6,1.18
Porto Seguro,https://companiesmarketcap.com/porto-seguro,Insurance,Brazil,13000,3830000000.0,6110000000.0,710000000.0,,9120000000.0,6540000000.0,250000000.0,2570000000.0,10.3,0.6381
ICICI Lombard,https://companiesmarketcap.com/icici-lombard,Insurance,India,12865,9830000000.0,2380000000.0,290000000.0,0.1175,7400000000.0,5990000000.0,4200000.0,1400000000.0,46.7,4.18
QBE Insurance,https://companiesmarketcap.com/qbe-insurance,Insurance,Australia,12479,17220000000.0,17440000000.0,1830000000.0,0.0692,42100000000.0,32150000000.0,3080000000.0,9950000000.0,31.2,0.8642
Equitable Holdings,https://companiesmarketcap.com/equitable-holdings,Insurance,USA,12300,12140000000.0,10520000000.0,960000000.0,0.0917,276810000000.0,271649999999.99997,5630000000.0,5150000000.0,6.57,1.16
NN Group,https://companiesmarketcap.com/nn-group,Insurance,Netherlands,11917,12580000000.0,22440000000.0,2710000000.0,0.0755,222780000000.0,200100000000.0,15230000000.0,22670000000.0,7.15,0.5626
UnipolSai Assicurazioni,https://companiesmarketcap.com/unipolsai,Insurance,Italy,11781,8090000000.0,14870000000.0,840000000.0,0.0674,83050000000.0,74970000000.0,2760000000.0,8070000000.0,14.6,0.5488
PB Fintech,https://companiesmarketcap.com/pb-fintech,Insurance,India,11694,6780000000.0,380000000.0,-670000.0,-0.1085,770000000.0,93210000.0,31690000.0,680000000.0,-198.0,18.4
Lincoln National Corporation,https://companiesmarketcap.com/lincoln-national-corporation,Insurance,USA,11316,4800000000.0,11700000000.0,-820000000.0,-0.1562,372410000000.0,365520000000.0,5940000000.0,6890000000.0,4.01,0.4206
Religare,https://companiesmarketcap.com/religare,Insurance,India,11000,910000000.0,590000000.0,450000000.0,-0.1223,1090000000.0,740000000.0,81700000.0,350000000.0,2.29,1.56
Admiral Group,https://companiesmarketcap.com/admiral-group,Insurance,UK,11000,9850000000.0,1800000000.0,560000000.0,,8610000000.0,7440000000.0,1600000000.0,1170000000.0,18.6,4.33
Unum,https://companiesmarketcap.com/unum,Insurance,USA,10665,9650000000.0,12300000000.0,1640000000.0,0.136,63250000000.0,53600000000.0,3430000000.0,9650000000.0,8.05,0.7819
Unipol Gruppo,https://companiesmarketcap.com/unipol-gruppo,Insurance,Italy,10336,6050000000.0,17930000000.0,780000000.0,0.0818,82020000000.0,72330000000.0,5060000000.0,9690000000.0,,0.24
Taiwan Cooperative Financial,https://companiesmarketcap.com/taiwan-cooperative-financial,Insurance,Taiwan,9713,11890000000.0,1970000000.0,700000000.0,0.4439,156560000000.0,148550000000.0,4030000000.0000005,8010000000.0,17.8,6.07
Old Republic International,https://companiesmarketcap.com/old-republic-international,Insurance,USA,9500,8080000000.0,7250000000.0,740000000.0,0.106,26500000000.0,20090000000.0,1590000000.0,6410000000.0,9.36,1.12
Direct Line Group,https://companiesmarketcap.com/direct-line-group,Insurance,UK,9387,3100000000.0,6220000000.0,660000000.0,,9440000000.0,6750000000.0,570000000.0,2680000000.0,663.0,0.4991
Swiss Life,https://companiesmarketcap.com/swiss-life,Insurance,Switzerland,8856,18850000000.0,23030000000.0,2410000000.0,0.105,239410000000.0,229910000000.0,11370000000.0,9500000000.0,14.0,0.6761
Grupo Catalana Occidente,https://companiesmarketcap.com/grupo-catalana-occidente,Insurance,Spain,8586,4330000000.0,5040000000.0,900000000.0,0.2844,20280000000.0,15300000000.0,1630000000.0,4980000000.0,7.33,0.864
W. R. Berkley,https://companiesmarketcap.com/wr-berkley,Insurance,USA,8186,21070000000.0,12110000000.0,1880000000.0,0.1485,37200000000.0,29730000000.0,2830000000.0,7460000000.0,16.4,1.74
Kemper,https://companiesmarketcap.com/kemper,Insurance,USA,8100,3600000000.0,4910000000.0,-300000000.0,-0.0482,12740000000.0,10230000000.0,1380000000.0,2500000000.0,-9.35,0.7249
